SPs,Parent SP,Zone,Province Name,District Name,AIMS Location,Facility Name (DHIS2),AIMS Site,FacilityID,Facility Type,Latitude,Longitude,Implementing Partner,Donor
AKF,AKF,Northern,Badakhshan,Arghanjowa,"Badakhshan, Arghanj Khwah\??????? ?????????",Tagabuk Clinic (1563),HF1563 - Tagabuk Clinic,1563,BHC,37.1684906,70.7840769,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Arghanjowa,"Badakhshan, Arghanj Khwah\??????? ?????????",Shiwa Clinic (2064),HF2064 - Shiwa Clinic,2064,BHC,37.309128,70.92845,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Arghanjowa,"Badakhshan, Arghanj Khwah\??????? ?????????",Sam Darah SHC (2879),HF2879 - Sam Darah SHC,2879,SHC,37.23852485,70.696152,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Arghanjowa,"Badakhshan, Arghanj Khwah\??????? ?????????",Dawlat Shahi SHC (2985),HF2985 - Dawlat Shahi SHC,2985,SHC,37.650289,71.038469,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Argo,"Badakhshan, Argo\??????? ????",Shatak Clinic (0401),HF0401 - Shatak Clinic,401,CHC,37.09202505,70.34072835,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Argo,"Badakhshan, Argo\??????? ????",Atin Jelaw Clinic (1857),HF1857 - Atin Jelaw Clinic,1857,BHC,37.08778685,70.34804775,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Argo,"Badakhshan, Argo\??????? ????",Qara-e-Qoozi Clinic (1981),HF1981 - Qara-e-Qoozi Clinic,1981,BHC,37.16631063,70.5171344,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Argo,"Badakhshan, Argo\??????? ????",Hafez Moghol Argo Clinic (2144),HF2144 - Hafez Moghol Argo Clinic,2144,BHC,37.0530099,70.41371985,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Argo,"Badakhshan, Argo\??????? ????",Espingul SC (4282),HF4282 - Espingul SC,4282,SHC,36.9997331,70.6367589,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Baharak,"Badakhshan, Baharak\??????? ?????",Baharak District Hospital (1167),HF1167 - Baharak District Hospital,1167,DH,37.0056728,70.9043966,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Baharak,"Badakhshan, Baharak\??????? ?????",Arian SC (4264),HF4264 - Arian SC,4264,SHC,37.133655,70.809615,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Darayem,"Badakhshan, Darayem\??????? ?????",Shahre-e-Safa Clinic (0406),HF0406 - Shahre-e-Safa Clinic,406,CHC,36.9168362,70.3607903,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Darayem,"Badakhshan, Darayem\??????? ?????",Manji Ha SHC (2584),HF2584 - Manji Ha SHC,2584,SHC,36.818046,70.560529,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Darayem,"Badakhshan, Darayem\??????? ?????",Yamchyan SHC (2878),HF2878 - Yamchyan SHC,2878,SHC,36.8394579,70.4396029,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Darayem,"Badakhshan, Darayem\??????? ?????",Khas Pack SHC (3017),HF3017 - Khas Pack SHC,3017,SHC,36.9218943,70.4388631,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Darayem,"Badakhshan, Darayem\??????? ?????",Shahr-e-Saadat SHC (3053),HF3053 - Shahr-e-Saadat SHC,3053,SHC,37.002998,70.270691,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Darayem,"Badakhshan, Darayem\??????? ?????",Doaba SC (4281),HF4281 - Doaba SC,4281,SHC,36.8614446,70.4154351,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Darwaz-e-Bala (Mahemay),"Badakhshan, Darwaz-e-Balla\??????? ????????? ( ????)",Mahemay Clinic (1565),HF1565 - Mahemay Clinic,1565,BHC,38.40593,71.04903,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Darwaz-e-Bala (Mahemay),"Badakhshan, Darwaz-e-Balla\??????? ????????? ( ????)",Jamroj Bala Clinic (2174),HF2174 - Jamroj Bala Clinic,2174,BHC,38.27743,71.32954,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Darwaz-e-Bala (Mahemay),"Badakhshan, Darwaz-e-Balla\??????? ????????? ( ????)",Tangsheyo SHC (2570),HF2570 - Tangsheyo SHC,2570,SHC,37.954674,71.199906,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Darwaz-e-Bala (Mahemay),"Badakhshan, Darwaz-e-Balla\??????? ????????? ( ????)",Robat SC (4270),HF4270 - Robat SC,4270,SHC,38.311922,71.28227,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Darwaz-e-Payen (Nusai),"Badakhshan, Darwaz-e-Payin\??????? ????? ????? (?? ?? )",Nusai CHC+ (1567),HF1567 - Nusai CHC+,1567,CHC+,38.44834,70.79277,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Darwaz-e-Payen (Nusai),"Badakhshan, Darwaz-e-Payin\??????? ????? ????? (?? ?? )",Joy Dara SHC (2325),HF2325 - Joy Dara SHC,2325,SHC,38.28316,70.827225,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Darwaz-e-Payen (Nusai),"Badakhshan, Darwaz-e-Payin\??????? ????? ????? (?? ?? )",Khorkad SC (4268),HF4268 - Khorkad SC,4268,SHC,38.272935,70.927873,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Eshkashem,"Badakhshan, Eshkashem\??????? ??????",Eshkashem CHC+ (0417),HF0417 - Eshkashem CHC+,417,CHC+,36.7040234,71.5660465,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Eshkashem,"Badakhshan, Eshkashem\??????? ??????",Gharan SC (2568),HF2568 - Gharan SC,2568,SHC,37.216271,71.4558831,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),"Badakhshan, Fayzabad\??????? ??? ????",Ustad Burhanuddin Rabani Shaheed Hospital (0403),HF0403 - Ustad Burhanuddin Rabani Shaheed Hospital,403,PH,37.1146923,70.5672098,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),"Badakhshan, Fayzabad\??????? ??? ????",Langar Clinic (1561),HF1561 - Langar Clinic,1561,BHC,37.2608615,70.6017988,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),"Badakhshan, Fayzabad\??????? ??? ????",Gazan Clinic (1978),HF1978 - Gazan Clinic,1978,BHC,37.154148,70.63407,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),"Badakhshan, Fayzabad\??????? ??? ????",Layaba Clinic (1979),HF1979 - Layaba Clinic,1979,BHC,36.92497997,68.81759618,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),"Badakhshan, Fayzabad\??????? ??? ????",Nahiya-e-Se Clinic (1980),HF1980 - Nahiya-e-Se Clinic,1980,BHC,37.10633495,70.5872659,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),"Badakhshan, Fayzabad\??????? ??? ????",Talbuzank Clinic (1987),HF1987 - Talbuzank Clinic,1987,BHC,37.215057,70.553222,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),"Badakhshan, Fayzabad\??????? ??? ????",Dasht-e-Shuhada SC (2231),HF2231 - Dasht-e-Shuhada SC,2231,SHC,37.10904617,70.53409482,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),"Badakhshan, Fayzabad\??????? ??? ????",Faizabad Prison Health Center (2987),HF2987 - Faizabad Prison Health Center,2987,Other,37.135796,70.518312,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Jurm,"Badakhshan, Jorm\??????? ???",Jurm Clinic (0410),HF0410 - Jurm Clinic,410,CHC,36.86717185,70.82963685,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Jurm,"Badakhshan, Jorm\??????? ???",Khustak Clinic (1817),HF1817 - Khustak Clinic,1817,BHC,36.690828,70.929667,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Jurm,"Badakhshan, Jorm\??????? ???",Qari Abdul Salam SHC (2876),HF2876 - Qari Abdul Salam SHC,2876,SHC,36.6443604,70.8573348,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Jurm,"Badakhshan, Jorm\??????? ???",Dara-e-Bozorg Khostak SHC (2877),HF2877 - Dara-e-Bozorg Khostak SHC,2877,SHC,36.682325,70.916422,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Jurm,"Badakhshan, Jorm\??????? ???",Kib SHC (2988),HF2988 - Kib SHC,2988,SHC,36.8561937,70.8909144,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Jurm,"Badakhshan, Jorm\??????? ???",Aab Raghak SC (4263),HF4263 - Aab Raghak SC,4263,SHC,36.733347,70.836665,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Jurm,"Badakhshan, Jorm\??????? ???",Kaman Yaran SC (4266),HF4266 - Kaman Yaran SC,4266,SHC,36.90703142,70.87767513,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Keran-o-Menjan,"Badakhshan, Koran Wa Monjan\??????? ???? ??????",Askazir Clinic (0413),HF0413 - Askazir Clinic,413,BHC,36.01672,70.67685,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Keran-o-Menjan,"Badakhshan, Koran Wa Monjan\??????? ???? ??????",Shahran SHC (1564),HF1564 - Shahran SHC,1564,SHC,35.9036,70.89169,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Keran-o-Menjan,"Badakhshan, Koran Wa Monjan\??????? ???? ??????",Shah Pari SC (4272),HF4272 - Shah Pari SC,4272,SHC,35.87338144,70.86831109,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Keshm,"Badakhshan, Keshem\??????? ???",Keshem Hospital (0407),HF0407 - Keshem Hospital,407,DH,36.81701,70.10122,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Keshm,"Badakhshan, Keshem\??????? ???",Jar Shah Baba Clinic (1560),HF1560 - Jar Shah Baba Clinic,1560,BHC,36.745725,70.156951,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Keshm,"Badakhshan, Keshem\??????? ???",Samarqandi Clinic (1982),HF1982 - Samarqandi Clinic,1982,BHC,36.9134389,70.0719951,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Keshm,"Badakhshan, Keshem\??????? ???",Gandum Qul Clinic (2058),HF2058 - Gandum Qul Clinic,2058,BHC,36.870094,70.219062,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Keshm,"Badakhshan, Keshem\??????? ???",Yawarzan SHC (2874),HF2874 - Yawarzan SHC,2874,SHC,36.680657,70.194713,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Keshm,"Badakhshan, Keshem\??????? ???",Darah-e-Jim SHC (2881),HF2881 - Darah-e-Jim SHC,2881,SHC,36.725863,70.133949,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Keshm,"Badakhshan, Keshem\??????? ???",Charmaghz Darah SC (4278),HF4278 - Charmaghz Darah SC,4278,SHC,36.803933,70.21075,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Keshm,"Badakhshan, Keshem\??????? ???",Wakhshi SC (4291),HF4291 - Wakhshi SC,4291,SHC,36.827312,70.180088,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Khaash,"Badakhshan, Khash\??????? ???",Shaheed Mosleh Clinic (0412),HF0412 - Shaheed Mosleh Clinic,412,CHC,36.9819572,70.7370944,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Khowahan,"Badakhshan, Khwahan\??????? ??????",Khowahan Clinic (1838),HF1838 - Khowahan Clinic,1838,CHC,37.890471,70.212236,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Khowahan,"Badakhshan, Khwahan\??????? ??????",Sildan SHC (2507),HF2507 - Sildan SHC,2507,SHC,37.751925,70.415055,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Khowahan,"Badakhshan, Khwahan\??????? ??????",Jaro Bala SC (4284),HF4284 - Jaro Bala SC,4284,SHC,37.813967,70.452655,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Kofab,"Badakhshan, Kofab\??????? ??? ??",Kofab Clinic (1562),HF1562 - Kofab Clinic,1562,CHC,38.03807,70.4765,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Kofab,"Badakhshan, Kofab\??????? ??? ??",Pay Mazar SHC (2508),HF2508 - Pay Mazar SHC,2508,SHC,37.94727,70.75298,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Kofab,"Badakhshan, Kofab\??????? ??? ??",Chidnew SC (4265),HF4265 - Chidnew SC,4265,SHC,37.933685,70.623395,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Kohestan (Badakhshan),"Badakhshan, Kohistan\??????? ???????",Paspool Clinic (1712),HF1712 - Paspool Clinic,1712,BHC,37.4796627,70.6183245,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Kohestan (Badakhshan),"Badakhshan, Kohistan\??????? ???????",Kalat SC (4285),HF4285 - Kalat SC,4285,SHC,37.45823935,70.54437465,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Kohestan (Badakhshan),"Badakhshan, Kohistan\??????? ???????",Maidan Bala SC (4347),HF4347 - Maidan Bala SC,4347,SHC,37.4196854,70.6778388,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Raghestan,"Badakhshan, Raghestan\??????? ???????",Ziraki Clinic (1713),HF1713 - Ziraki Clinic,1713,CHC,37.595447,70.551478,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Raghestan,"Badakhshan, Raghestan\??????? ???????",Patir Clinic (2486),HF2486 - Patir Clinic,2486,BHC,37.674014,70.397713,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Raghestan,"Badakhshan, Raghestan\??????? ???????",Dahan-e-Shalah SHC (2984),HF2984 - Dahan-e-Shalah SHC,2984,SHC,37.69816,70.696254,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Raghestan,"Badakhshan, Raghestan\??????? ???????",Khambil Bala SC (4286),HF4286 - Khambil Bala SC,4286,SHC,37.682183,70.547169,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Raghestan,"Badakhshan, Raghestan\??????? ???????",Rowenja SC (4288),HF4288 - Rowenja SC,4288,SHC,37.615051,70.424525,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Shahr-e-Buzorg,"Badakhshan, Shahr-e-Buzorg\??????? ??? ????",Khurdakan CHC+ (0425),HF0425 - Khurdakan CHC+,425,CHC+,37.3136026,70.1707153,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Shahr-e-Buzorg,"Badakhshan, Shahr-e-Buzorg\??????? ??? ????",Wandian Clinic (1986),HF1986 - Wandian Clinic,1986,BHC,37.43714,70.23006,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Shahr-e-Buzorg,"Badakhshan, Shahr-e-Buzorg\??????? ??? ????",Kol SHC (3277),HF3277 - Kol SHC,3277,SHC,37.1758387,70.083501,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Shahr-e-Buzorg,"Badakhshan, Shahr-e-Buzorg\??????? ??? ????",Sang-e-Khowah SC (4348),HF4348 - Sang-e-Khowah SC,4348,SHC,37.404612,70.030273,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Shekay,"Badakhshan, Shaki\??????? ???",Sheki Darwaz Clinic (0422),HF0422 - Sheki Darwaz Clinic,422,BHC,38.22326,70.53884,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Shekay,"Badakhshan, Shaki\??????? ???",Mahnaw SHC (2574),HF2574 - Mahnaw SHC,2574,SHC,38.399844,70.690719,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Shekay,"Badakhshan, Shaki\??????? ???",Shirin Nazm SC (4273),HF4273 - Shirin Nazm SC,4273,SHC,38.187955,70.575054,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Shighnan,"Badakhshan, Shighnan\??????? ?????",Bahshar CHC+ (0421),HF0421 - Bahshar CHC+,421,CHC+,37.5551356,71.4919013,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Shighnan,"Badakhshan, Shighnan\??????? ?????",Roshan Clinic (2063),HF2063 - Roshan Clinic,2063,BHC,37.9011604,71.378645,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Shighnan,"Badakhshan, Shighnan\??????? ?????",Darmarekht SHC (2323),HF2323 - Darmarekht SHC,2323,SHC,37.3376281,71.4655099,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Shighnan,"Badakhshan, Shighnan\??????? ?????",Shadooj SC (4271),HF4271 - Shadooj SC,4271,SHC,37.6980888,71.5392013,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Shighnan,"Badakhshan, Shighnan\??????? ?????",Wear SC (4275),HF4275 - Wear SC,4275,SHC,37.4724669,71.4926811,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Shohada,"Badakhshan, Shuhada\??????? ????",Joybar Clinic (1166),HF1166 - Joybar Clinic,1166,BHC,37.0287879,71.0287689,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Shohada,"Badakhshan, Shuhada\??????? ????",Shuhada Clinic (2049),HF2049 - Shuhada Clinic,2049,CHC,37.0583414,71.1016337,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Shohada,"Badakhshan, Shuhada\??????? ????",Az Rio SHC (2528),HF2528 - Az Rio SHC,2528,SHC,37.0513116,71.2173414,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Tagab (Badakhshan),"Badakhshan, Tagab\??????? ????",Tagab Clinic (2036),HF2036 - Tagab Clinic,2036,BHC,36.57915,70.24893,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Tagab (Badakhshan),"Badakhshan, Tagab\??????? ????",Khambak Bala SHC (2583),HF2583 - Khambak Bala SHC,2583,SHC,36.51737,70.257599,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Tagab (Badakhshan),"Badakhshan, Tagab\??????? ????",Kato Bala SHC (2880),HF2880 - Kato Bala SHC,2880,SHC,36.560851,70.345235,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Tagab (Badakhshan),"Badakhshan, Tagab\??????? ????",Mirkan SC (4287),HF4287 - Mirkan SC,4287,SHC,36.425127,70.161923,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Tashkan,"Badakhshan, Teshkan\??????? ?????",Teshkan Bazarak Clinic (0408),HF0408 - Teshkan Bazarak Clinic,408,BHC,36.890073,70.268074,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Tashkan,"Badakhshan, Teshkan\??????? ?????",Deh Saydan SHC (2527),HF2527 - Deh Saydan SHC,2527,SHC,36.821067,70.369506,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Tashkan,"Badakhshan, Teshkan\??????? ?????",Deh Westayan SHC (2875),HF2875 - Deh Westayan SHC,2875,SHC,36.726902,70.368167,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Tashkan,"Badakhshan, Teshkan\??????? ?????",Tagab Yawela SC (4289),HF4289 - Tagab Yawela SC,4289,SHC,36.812619,70.285989,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Tashkan,"Badakhshan, Teshkan\??????? ?????",Teshkan Ghori Sang SC (4290),HF4290 - Teshkan Ghori Sang SC,4290,SHC,36.721817,70.446631,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Wakhan,"Badakhshan, Wakhan\??????? ?????",Khandood Clinic (0416),HF0416 - Khandood Clinic,416,BHC,36.93449,72.271919,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Wakhan,"Badakhshan, Wakhan\??????? ?????",Wakhan Bala SHC (2324),HF2324 - Wakhan Bala SHC,2324,SHC,37.006609,73.3774232,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Wakhan,"Badakhshan, Wakhan\??????? ?????",Pamir Kalan SHC (2569),HF2569 - Pamir Kalan SHC,2569,SHC,37.004897,72.63076,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Wakhan,"Badakhshan, Wakhan\??????? ?????",KebKot SC (4267),HF4267 - KebKot SC,4267,SHC,36.9685856,72.8955053,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Wakhan,"Badakhshan, Wakhan\??????? ?????",Pamir Khord SC (4269),HF4269 - Pamir Khord SC,4269,SHC,37.29528,74.255327,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Wordooj,"Badakhshan, Warduj\??????? ?????",Wardooj Clinic (2050),HF2050 - Wardooj Clinic,2050,CHC,36.91706445,71.0609629,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Wordooj,"Badakhshan, Warduj\??????? ?????",Kazdeh SHC (2529),HF2529 - Kazdeh SHC,2529,SHC,36.6350768,71.1562677,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Wordooj,"Badakhshan, Warduj\??????? ?????",Umal SC (4274),HF4274 - Umal SC,4274,SHC,36.79199245,71.0764488,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Yaawan,"Badakhshan, Yawan\??????? ?????",Yawan CHC+ (0424),HF0424 - Yawan CHC+,424,CHC+,37.540015,70.447068,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Yaawan,"Badakhshan, Yawan\??????? ?????",Shengan SHC (2327),HF2327 - Shengan SHC,2327,SHC,37.551449,70.3131827,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Yaawan,"Badakhshan, Yawan\??????? ?????",Dasht-e-Dring SC (4280),HF4280 - Dasht-e-Dring SC,4280,SHC,37.446281,70.414925,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Yaftal Sofla,"Badakhshan, Yaftal-e-Sufla\??????? ???? ????",Naland Clinic (0402),HF0402 - Naland Clinic,402,CHC,37.2814899,70.416469,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Yaftal Sofla,"Badakhshan, Yaftal-e-Sufla\??????? ???? ????",Shakar Lab Clinic (1983),HF1983 - Shakar Lab Clinic,1983,BHC,37.3225004,70.4376381,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Yaftal Sofla,"Badakhshan, Yaftal-e-Sufla\??????? ???? ????",Farghambol Clinic (1985),HF1985 - Farghambol Clinic,1985,BHC,37.2314909,70.3575037,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Yaftal Sofla,"Badakhshan, Yaftal-e-Sufla\??????? ???? ????",Bazar-e-Etefaq SHC (2775),HF2775 - Bazar-e-Etefaq SHC,2775,SHC,37.3000753,70.3555014,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Yaftal Sofla,"Badakhshan, Yaftal-e-Sufla\??????? ???? ????",Nar Dara SHC (2873),HF2873 - Nar Dara SHC,2873,SHC,37.2291096,70.2761293,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Yaftal Sofla,"Badakhshan, Yaftal-e-Sufla\??????? ???? ????",Brokan SC (4277),HF4277 - Brokan SC,4277,SHC,37.271981,70.521814,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Yaftal Sofla,"Badakhshan, Yaftal-e-Sufla\??????? ???? ????",Hassan Kheil SC (4283),HF4283 - Hassan Kheil SC,4283,SHC,37.430344,70.347272,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Yamgan (Geerwan),"Badakhshan, Yamgan\??????? ?????",Hazrat Said SHC (0411),HF0411 - Hazrat Said SHC,411,SHC,36.45995,70.77908,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Yamgan (Geerwan),"Badakhshan, Yamgan\??????? ?????",Yamgan Clinic (2120),HF2120 - Yamgan Clinic,2120,BHC,36.45995,70.77908,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Yamgan (Geerwan),"Badakhshan, Yamgan\??????? ?????",Hoshangan SHC (2530),HF2530 - Hoshangan SHC,2530,SHC,36.294346,70.641058,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Yamgan (Geerwan),"Badakhshan, Yamgan\??????? ?????",Woni SC (4276),HF4276 - Woni SC,4276,SHC,36.5591226,70.92830652,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Zebak,"Badakhshan, Zebak\??????? ?????",Zebak Clinic (0414),HF0414 - Zebak Clinic,414,BHC,36.52804,71.34167,#REF!,HER-AF
AKF,AKF,Northern,Badakhshan,Zebak,"Badakhshan, Zebak\??????? ?????",Sanglich SHC (2572),HF2572 - Sanglich SHC,2572,SHC,36.30251,71.18728,#REF!,HER-AF
SAF,SAF,Western,Badghis,Aab Kamari,"Badghis, Ab Kamari\??????? ?? ????",Pda Clinic (1597),HF1597 - Pda Clinic,1597,BHC,34.871895,62.852175,#REF!,NFA1.5
SAF,SAF,Western,Badghis,Aab Kamari,"Badghis, Ab Kamari\??????? ?? ????",Chak Ab Clinic (1604),HF1604 - Chak Ab Clinic,1604,BHC,34.833245,62.869791,#REF!,NFA1.5
SAF,SAF,Western,Badghis,Aab Kamari,"Badghis, Ab Kamari\??????? ?? ????",Dahistan Clinic (2360),HF2360 - Dahistan Clinic,2360,BHC,34.687979,62.916595,#REF!,NFA1.5
SAF,SAF,Western,Badghis,Aab Kamari,"Badghis, Ab Kamari\??????? ?? ????",Abkamary Clinic (2362),HF2362 - Abkamary Clinic,2362,CHC,35.084639,63.063823,#REF!,NFA1.5
SAF,SAF,Western,Badghis,Aab Kamari,"Badghis, Ab Kamari\??????? ?? ????",Koja-i- Zard SC (2702),HF2702 - Koja-i- Zard SC,2702,SHC,34.841775,62.937331,#REF!,NFA1.5
SAF,SAF,Western,Badghis,Aab Kamari,"Badghis, Ab Kamari\??????? ?? ????",Chalunak SC (2841),HF2841 - Chalunak SC,2841,SHC,34.738789,62.928378,#REF!,NFA1.5
SAF,SAF,Western,Badghis,Aab Kamari,"Badghis, Ab Kamari\??????? ?? ????",Kockchayel SC (3396),HF3396 - Kockchayel SC,3396,SHC,34.87534,62.826248,#REF!,NFA1.5
SAF,SAF,Western,Badghis,Aab Kamari,"Badghis, Ab Kamari\??????? ?? ????",Gul Khana SC (3397),HF3397 - Gul Khana SC,3397,SHC,34.815761,62.98056,#REF!,NFA1.5
SAF,SAF,Western,Badghis,Aab Kamari,"Badghis, Ab Kamari\??????? ?? ????",Nahrab FHH (4099),HF4099 - Nahrab FHH,4099,FHH,35.08578819,62.89996168,#REF!,NFA1.5
SAF,SAF,Western,Badghis,Jowand,"Badghis, Jawand\??????? ????",Chartaq Clinic (0616),HF0616 - Chartaq Clinic,616,CHC,35.06307465,64.1526667,#REF!,NFA1.5
SAF,SAF,Western,Badghis,Jowand,"Badghis, Jawand\??????? ????",Tagab Alam Clinic (1006),HF1006 - Tagab Alam Clinic,1006,BHC,35.199671,63.8375902,#REF!,NFA1.5
SAF,SAF,Western,Badghis,Jowand,"Badghis, Jawand\??????? ????",Regi Clinic (1599),HF1599 - Regi Clinic,1599,BHC,34.850007,63.7969555,#REF!,NFA1.5
SAF,SAF,Western,Badghis,Jowand,"Badghis, Jawand\??????? ????",Dahna-e-Kocha SC (2359),HF2359 - Dahna-e-Kocha SC,2359,SHC,35.0281321,64.0090972,#REF!,NFA1.5
SAF,SAF,Western,Badghis,Jowand,"Badghis, Jawand\??????? ????",Kowrich SC (2364),HF2364 - Kowrich SC,2364,SHC,34.818322,63.901519,#REF!,NFA1.5
